Customer ID,Count_x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,Count_y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,ID,Population
8883-GRDWQ,1.0,Female,71.0,No,Yes,No,No,0.0,1.0,1.0,United States,California,Berkeley,94710.0,"37.872902, -122.303708",37.872902,-122.303708,1.0,Q3,No,0.0,8.0,Offer E,Yes,42.93,No,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,92.1,729.95,0.0,0.0,343.44,,1041.0,8157.0
0835-DUUIQ,1.0,Female,77.0,No,,No,No,0.0,,,United States,California,Berkeley,94710.0,"37.872902, -122.303708",,-122.303708,1.0,Q3,No,0.0,72.0,Offer A,Yes,14.12,Yes,Yes,Fiber Optic,23.0,Yes,Yes,No,Yes,,,No,Yes,Two Year,Yes,Bank Withdrawal,110.1,7746.7,,0.0,1016.64,8718.529999999999,1041.0,8157.0
1657-DYMBM,1.0,Male,77.0,No,Yes,No,No,0.0,1.0,1.0,United States,California,Forest Knolls,94933.0,"38.010092, -122.689442",38.010092,-122.689442,1.0,Q3,,0.0,12.0,None,No,0.0,No,Yes,DSL,10.0,No,No,Yes,Yes,No,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,43.65,,0.0,0.0,0.0,526.95,1059.0,1025.0
0178-CIIKR,1.0,Male,,No,,No,No,,4.0,1.0,United States,California,Forest Knolls,94933.0,"38.010092, -122.689442",38.010092,-122.689442,1.0,,No,0.0,59.0,,Yes,47.17,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.2,1192.3,0.0,0.0,2783.03,3975.33,1059.0,1025.0
1618-CFHME,1.0,,68.0,No,Yes,No,No,0.0,,1.0,United States,California,Gilroy,95020.0,"37.03889, -121.528955",37.03889,-121.528955,1.0,Q3,No,0.0,,None,Yes,3.96,No,Yes,Fiber Optic,27.0,No,No,,No,Yes,Yes,No,,Month-to-Month,No,Bank Withdrawal,89.7,1047.7,0.0,0.0,,1091.26,1095.0,49968.0
5027-QPKTE,,Female,77.0,No,Yes,,,0.0,4.0,1.0,United States,California,,95020.0,"37.03889, -121.528955",,-121.528955,1.0,Q3,Yes,1.0,37.0,None,,25.35,No,No,None,,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.6,727.8,0.0,0.0,937.95,1665.75,1095.0,49968.0
5619-XZZKR,1.0,Female,30.0,No,,Yes,Yes,1.0,,1.0,United States,California,Gilroy,95020.0,"37.03889, -121.528955",37.03889,-121.528955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.0,49968.0
1580-BMCMR,1.0,Female,44.0,No,No,Yes,,1.0,3.0,1.0,United States,California,San Jose,95128.0,,37.316146,-121.936285,1.0,,Yes,3.0,70.0,Offer A,Yes,8.36,Yes,,DSL,19.0,Yes,Yes,Yes,Yes,Yes,No,,Yes,Two Year,,Bank Withdrawal,79.7,5743.3,0.0,0.0,,6328.5,1134.0,32804.0
6674-KVJHG,1.0,Female,73.0,No,Yes,Yes,,0.0,,1.0,United States,California,San Jose,95135.0,"37.28682, -121.723877",37.28682,-121.723877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.0,15798.0
6682-QJDGB,1.0,Female,,No,No,No,No,0.0,1.0,1.0,United States,California,San Jose,95135.0,"37.28682, -121.723877",37.28682,-121.723877,1.0,Q3,No,0.0,,Offer E,Yes,13.01,No,Yes,Cable,,No,No,No,No,No,Yes,Yes,Yes,,,Bank Withdrawal,,55.4,0.0,0.0,13.01,68.41,1141.0,15798.0
3948-FVVRP,1.0,Female,52.0,No,No,No,Yes,,,1.0,United States,California,San Jose,95135.0,"37.28682, -121.723877",37.28682,-121.723877,1.0,Q3,No,0.0,19.0,Offer D,Yes,36.48,No,Yes,DSL,20.0,Yes,,Yes,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,60.6,1297.8,0.0,0.0,693.1199999999999,,1141.0,15798.0
1090-ESELR,1.0,Female,74.0,No,Yes,Yes,No,0.0,2.0,1.0,United States,California,Glencoe,95232.0,"38.358464, -120.579304",,-120.579304,1.0,Q3,Yes,1.0,3.0,Offer E,,3.29,,Yes,Fiber Optic,9.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,80.4,224.05,0.0,0.0,9.87,,1169.0,21.0
5286-YHCVC,,Male,,No,Yes,No,No,0.0,1.0,1.0,United States,California,Columbia,95310.0,"38.085839, -120.37855",38.085839,-120.37855,1.0,,No,0.0,21.0,None,Yes,34.62,No,Yes,DSL,14.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0.0,0.0,727.02,,1191.0,2144.0
0164-APGRB,1.0,Female,34.0,No,No,No,No,0.0,,1.0,United States,California,Columbia,95310.0,,38.085839,-120.37855,1.0,Q3,No,0.0,5.0,Offer E,Yes,24.32,No,Yes,Cable,22.0,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,53.85,259.8,22.96,10.0,121.6,368.44,1191.0,2144.0
6087-YPWHO,1.0,Male,19.0,Yes,No,Yes,No,0.0,3.0,1.0,United States,California,Columbia,95310.0,"38.085839, -120.37855",38.085839,-120.37855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.0,2144.0
3665-JATSN,,Female,78.0,No,Yes,No,No,0.0,4.0,1.0,,California,Escondido,92027.0,,33.141265,-116.967221,1.0,Q3,No,0.0,18.0,,Yes,21.09,No,Yes,Fiber Optic,,No,Yes,No,No,No,,No,No,Month-to-Month,Yes,Bank Withdrawal,74.7,1294.6,,20.0,379.62,1694.2199999999998,327.0,48690.0
4958-GZWIY,1.0,Female,,No,No,No,No,0.0,3.0,,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0,48690.0
3950-VPYJB,1.0,Male,37.0,No,No,No,No,0.0,3.0,1.0,United States,California,Escondido,92027.0,,33.141265,-116.967221,1.0,,No,0.0,16.0,None,Yes,11.96,Yes,Yes,Fiber Optic,18.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.05,1448.6,0.0,0.0,191.36,1639.96,327.0,48690.0
4282-MSACW,,Male,27.0,,No,,,0.0,1.0,1.0,United States,,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,1.0,,No,0.0,1.0,None,Yes,46.21,No,Yes,Fiber Optic,58.0,No,No,No,,No,No,Yes,Yes,Month-to-Month,,Bank Withdrawal,69.6,69.6,,0.0,46.21,115.81,327.0,48690.0
7161-DFHUF,1.0,Female,31.0,No,No,No,No,0.0,5.0,1.0,United States,,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,1.0,Q3,No,0.0,10.0,Offer D,No,0.0,,Yes,DSL,24.0,Yes,Yes,Yes,No,,No,,,,No,Bank Withdrawal,40.7,449.3,0.0,0.0,0.0,449.3,327.0,48690.0
8395-ETZKQ,,Male,53.0,No,No,No,No,0.0,3.0,1.0,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,,1.0,Q3,No,0.0,32.0,None,Yes,6.2,Yes,,Fiber Optic,25.0,Yes,No,No,Yes,No,No,,No,Month-to-Month,No,Bank Withdrawal,87.65,,47.87,,198.4,,327.0,48690.0
0274-JKUJR,1.0,Female,19.0,Yes,No,No,No,0.0,,1.0,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,1.0,Q3,No,0.0,14.0,,Yes,34.01,No,Yes,Cable,,No,No,No,Yes,No,Yes,Yes,,,No,Credit Card,59.1,772.85,0.0,0.0,476.14,1248.99,327.0,48690.0
1121-QSIVB,1.0,Male,61.0,No,No,No,Yes,1.0,3.0,1.0,United States,,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,1.0,,No,0.0,1.0,None,,20.1,No,Yes,Cable,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,,0.0,,20.1,,327.0,48690.0
4660-IRIBM,1.0,Female,35.0,,No,Yes,,0.0,,1.0,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0,48690.0
2516-VQRRV,1.0,Male,33.0,No,No,Yes,Yes,3.0,3.0,1.0,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,,1.0,Q3,,8.0,17.0,Offer D,Yes,,Yes,No,,,No,No,No,,,No,,No,Two Year,Yes,Credit Card,25.15,412.6,0.0,0.0,769.08,1181.68,327.0,48690.0
4937-QPZPO,1.0,Female,56.0,No,No,Yes,Yes,3.0,3.0,1.0,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,1.0,,Yes,8.0,72.0,None,Yes,,Yes,Yes,Cable,27.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,66.75,4760.3,0.0,0.0,1628.64,,327.0,48690.0
7560-QJAVJ,1.0,Female,28.0,Yes,No,Yes,Yes,2.0,3.0,1.0,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,,,Q3,Yes,1.0,58.0,Offer B,Yes,2.87,Yes,,DSL,69.0,Yes,No,Yes,Yes,Yes,No,No,,Two Year,No,Credit Card,75.8,4415.75,0.0,0.0,,4582.21,327.0,48690.0
6569-KTMDU,,,,,,,,,4.0,1.0,United States,California,,92027.0,"33.141265, -116.967221",33.141265,-116.967221,,,Yes,5.0,23.0,Offer D,,,No,Yes,DSL,,No,No,,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,60.0,1347.15,0.0,0.0,31.97,1379.12,327.0,48690.0
4163-KIUHY,1.0,Female,73.0,No,Yes,No,No,0.0,2.0,1.0,,California,Lakewood,90712.0,,33.840524,-118.148403,1.0,Q3,,0.0,46.0,None,Yes,6.13,No,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,,,,0.0,0.0,281.98,4706.18,135.0,30173.0
3126-WQMGH,1.0,Female,79.0,,Yes,No,No,0.0,3.0,1.0,United States,,,90712.0,"33.840524, -118.148403",33.840524,-118.148403,1.0,Q3,No,0.0,6.0,None,Yes,47.35,Yes,Yes,Fiber Optic,,No,,No,No,Yes,Yes,,Yes,Month-to-Month,Yes,Bank Withdrawal,98.25,560.6,0.0,0.0,284.1,844.7,135.0,30173.0
3865-QBWSJ,1.0,Male,53.0,No,No,,No,,1.0,,United States,California,Lakewood,90712.0,"33.840524, -118.148403",33.840524,,1.0,Q3,Yes,1.0,,Offer D,Yes,,Yes,Yes,Fiber Optic,20.0,No,No,No,,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,,0.0,0.0,566.8199999999999,2254.77,135.0,30173.0
4983-CLMLV,,,,,,,,,4.0,1.0,United States,California,Fulton,95439.0,"38.493888, -122.777141",38.493888,-122.777141,1.0,Q3,Yes,8.0,72.0,None,No,0.0,No,Yes,DSL,22.0,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,63.8,4684.3,0.0,0.0,0.0,,1275.0,476.0
2612-PHGOX,1.0,Female,75.0,No,Yes,,No,,2.0,1.0,United States,California,Loleta,95551.0,"40.665952, -124.240051",40.665952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.0,1447.0
5886-VLQVU,1.0,Female,50.0,No,No,No,No,0.0,5.0,1.0,,California,Loleta,95551.0,"40.665952, -124.240051",40.665952,-124.240051,1.0,Q3,No,0.0,13.0,Offer D,Yes,21.36,No,,None,0.0,No,,No,No,No,No,,No,Month-to-Month,Yes,,19.3,279.3,0.0,0.0,277.68,556.98,1340.0,1447.0
1970-KKFWL,1.0,Female,55.0,No,No,Yes,No,,,1.0,United States,California,Rio Dell,95562.0,"40.485849, -124.163234",40.485849,-124.163234,1.0,,,,71.0,Offer A,Yes,40.52,Yes,Yes,Fiber Optic,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.7,6585.35,0.0,0.0,2876.92,9462.27,1349.0,3284.0
9621-OUPYD,1.0,Female,52.0,No,No,Yes,Yes,,,1.0,United States,California,Rio Dell,95562.0,"40.485849, -124.163234",40.485849,-124.163234,1.0,Q3,Yes,3.0,55.0,Offer B,Yes,27.87,No,Yes,Fiber Optic,17.0,No,No,,No,No,,No,Yes,,Yes,Credit Card,,3842.6,0.0,0.0,1532.85,,1349.0,3284.0
7134-MJPDY,1.0,Female,73.0,No,Yes,No,No,0.0,1.0,1.0,United States,California,Davis,95618.0,"38.544002, -121.685559",38.544002,-121.685559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.0,648.0
1338-CECEE,1.0,Female,68.0,No,Yes,No,No,0.0,,1.0,United States,California,Madison,95653.0,,38.674276,-121.961866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.0,844.0
8111-BKVDS,,,,,,,,,3.0,,United States,California,,95653.0,"38.674276, -121.961866",38.674276,-121.961866,1.0,Q3,No,0.0,52.0,None,Yes,23.12,Yes,No,None,0.0,No,No,No,No,,,No,No,Two Year,No,Credit Card,25.6,1334.5,0.0,0.0,,,1405.0,844.0
8819-IMISP,1.0,Male,36.0,No,,Yes,No,0.0,1.0,1.0,,California,Rancho Cordova,95742.0,"38.591134, -121.161585",38.591134,-121.161585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.0,299.0
4525-VZCZG,,,,,,,,,5.0,1.0,United States,California,Rancho Cordova,95742.0,"38.591134, -121.161585",38.591134,-121.161585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.0,299.0
5244-IRFIH,1.0,,65.0,,Yes,No,No,,,1.0,United States,California,Canyon Dam,95923.0,"40.171312, -121.120605",40.171312,-121.120605,,Q3,No,,22.0,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8.0,No,No,,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,,2082.95,0.0,100.0,883.96,3066.91,1504.0,86.0
6633-SYEUS,1.0,Female,25.0,Yes,No,Yes,Yes,3.0,,1.0,United States,California,Canyon Dam,95923.0,,40.171312,-121.120605,,Q3,Yes,1.0,17.0,,,20.23,No,Yes,DSL,69.0,Yes,,,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,,920.5,0.0,0.0,343.91,,1504.0,86.0
4847-QNOKA,,,,,,,,,5.0,1.0,,California,Canyon Dam,95923.0,"40.171312, -121.120605",40.171312,-121.120605,1.0,Q3,,3.0,41.0,None,Yes,20.41,Yes,Yes,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.1,4454.25,0.0,0.0,836.8100000000001,5291.06,1504.0,86.0
2868-SNELZ,1.0,Male,70.0,No,Yes,No,No,0.0,3.0,1.0,United States,California,Forest Ranch,95942.0,"40.077028, -121.494168",40.077028,,1.0,Q3,,0.0,15.0,Offer D,Yes,,Yes,Yes,,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,,0.0,695.7,1842.35,1517.0,1351.0
7568-PODML,,,,,,,,,,1.0,United States,California,Forest Ranch,95942.0,,40.077028,-121.494168,1.0,Q3,No,0.0,41.0,None,Yes,7.83,Yes,Yes,Fiber Optic,19.0,Yes,No,No,No,No,No,,,Month-to-Month,Yes,Credit Card,81.3,3190.65,0.0,0.0,321.03000000000003,3511.6800000000003,1517.0,1351.0
7801-KICAO,1.0,Female,76.0,No,Yes,No,No,,3.0,1.0,United States,California,Fallbrook,92028.0,,33.362575,-117.299644,1.0,Q3,No,0.0,3.0,None,Yes,30.14,,Yes,DSL,6.0,No,No,No,No,No,,No,No,Month-to-Month,No,,45.0,127.1,,,90.42,227.52,328.0,42239.0
9693-XMUOB,1.0,Female,69.0,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,42239.0
2027-DNKIV,1.0,Female,73.0,No,Yes,Yes,No,0.0,1.0,1.0,United States,California,,92028.0,"33.362575, -117.299644",33.362575,-117.299644,1.0,Q3,,5.0,27.0,,Yes,10.19,,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,2867.75,0.0,0.0,275.13,3142.88,328.0,42239.0
0584-BJQGZ,1.0,Male,75.0,No,Yes,Yes,,0.0,2.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,1.0,Q3,No,0.0,4.0,None,Yes,10.61,Yes,Yes,Fiber Optic,8.0,,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.4,306.6,0.0,20.0,42.44,369.04,328.0,42239.0
6656-JWRQX,1.0,,,No,Yes,,No,0.0,,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,42239.0
9513-DXHDA,1.0,Female,67.0,No,Yes,,No,0.0,,1.0,,,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,1.0,Q3,,0.0,,,Yes,,No,Yes,Cable,7.0,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.95,,0.0,0.0,54.74,548.39,328.0,42239.0
3178-CIFOT,1.0,,,No,,Yes,No,,2.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,42239.0
5849-ASHZJ,1.0,Female,49.0,No,No,Yes,No,0.0,,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,,Q3,Yes,1.0,14.0,None,Yes,29.18,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,No,,,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,,0.0,0.0,408.52,1667.12,328.0,42239.0
7608-RGIRO,1.0,,33.0,,No,No,No,0.0,1.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,1.0,,No,0.0,1.0,Offer E,Yes,16.81,No,,None,0.0,No,,No,No,No,No,No,No,Month-to-Month,No,,20.1,20.1,0.0,0.0,16.81,36.91,328.0,42239.0
5186-PEIZU,1.0,Male,,No,,Yes,No,,1.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,42239.0
1561-BWHIN,1.0,Female,54.0,No,No,No,No,,2.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,42239.0
7279-BUYWN,1.0,Male,48.0,No,No,No,No,0.0,2.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",,,1.0,Q3,No,0.0,3.0,None,Yes,,,Yes,Cable,6.0,No,No,,,Yes,Yes,Yes,,Month-to-Month,Yes,Bank Withdrawal,69.35,191.35,0.0,0.0,106.92,298.27,328.0,42239.0
5084-OOVCJ,1.0,Female,31.0,,No,No,No,,1.0,1.0,,California,Fallbrook,92028.0,,33.362575,-117.299644,,Q3,No,0.0,9.0,,Yes,36.43,No,Yes,DSL,16.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,,74.65,,0.0,,327.87,1031.42,328.0,42239.0
4304-XUMGI,,Male,22.0,Yes,No,No,No,0.0,,1.0,United States,,Fallbrook,92028.0,"33.362575, -117.299644",,,1.0,Q3,No,0.0,,Offer E,Yes,,,Yes,Fiber Optic,59.0,No,,No,No,,Yes,Yes,Yes,Month-to-Month,Yes,,86.8,620.35,0.0,0.0,214.27,834.62,328.0,42239.0
1853-ARAAQ,1.0,Male,19.0,Yes,No,No,No,0.0,3.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,42239.0
6543-JXSOO,1.0,Female,,No,No,No,Yes,,4.0,1.0,United States,California,Fallbrook,92028.0,,33.362575,-117.299644,,Q3,No,0.0,12.0,None,Yes,17.85,Yes,Yes,Fiber Optic,,,No,No,No,Yes,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,,,0.0,0.0,,1180.75,328.0,42239.0
5014-GSOUQ,,Female,42.0,No,No,,Yes,2.0,4.0,1.0,,California,,92028.0,"33.362575, -117.299644",33.362575,-117.299644,1.0,Q3,Yes,1.0,37.0,None,,31.83,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.45,911.6,0.0,0.0,1177.71,2089.31,328.0,42239.0
0541-FITGH,,Male,55.0,No,No,No,Yes,3.0,4.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,,Q3,No,0.0,33.0,Offer C,Yes,10.36,,Yes,Fiber Optic,53.0,Yes,No,Yes,No,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3,3275.15,0.0,0.0,341.88,3617.03,328.0,42239.0
6133-OZILE,1.0,Female,59.0,No,,No,No,0.0,,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",,-117.299644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,42239.0
4210-QFJMF,1.0,Male,38.0,No,No,Yes,Yes,1.0,,1.0,United States,California,,92028.0,"33.362575, -117.299644",33.362575,-117.299644,1.0,Q3,Yes,2.0,70.0,,Yes,31.78,No,No,None,0.0,No,,No,No,,No,No,No,Two Year,No,,20.35,1458.1,35.44,0.0,2224.6,3647.26,328.0,42239.0
9142-XMYJH,1.0,Male,27.0,Yes,No,Yes,No,0.0,4.0,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,1.0,Q3,Yes,1.0,71.0,Offer A,Yes,3.86,Yes,,Fiber Optic,85.0,No,,No,Yes,Yes,Yes,,,Two Year,Yes,Credit Card,,7365.3,0.0,0.0,274.06,7639.360000000001,328.0,42239.0
0196-JTUQI,,Male,77.0,No,Yes,Yes,No,0.0,2.0,1.0,United States,California,Lewiston,96052.0,"40.704293, -122.803899",40.704293,,1.0,Q3,Yes,,12.0,Offer D,Yes,6.97,No,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0.0,0.0,83.64,1033.84,1599.0,1845.0
4154-AQUGT,,Male,26.0,Yes,No,No,No,0.0,,1.0,United States,California,Lewiston,96052.0,"40.704293, -122.803899",40.704293,-122.803899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.0,1845.0
0581-MDMPW,1.0,Female,,Yes,No,No,No,0.0,3.0,1.0,United States,California,Palo Cedro,96073.0,"40.582399, -122.195512",40.582399,-122.195512,1.0,Q3,No,0.0,4.0,None,Yes,41.72,Yes,Yes,Fiber Optic,69.0,No,,Yes,No,No,No,,Yes,Month-to-Month,No,Bank Withdrawal,,333.55,0.0,0.0,166.88,500.43,1615.0,4931.0
1297-VQDRP,1.0,Female,42.0,No,No,No,No,0.0,,1.0,United States,California,Palo Cedro,96073.0,"40.582399, -122.195512",40.582399,-122.195512,,Q3,No,0.0,72.0,None,Yes,24.19,Yes,Yes,Fiber Optic,13.0,No,,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.6,8012.75,0.0,0.0,1741.68,9754.43,1615.0,4931.0
6631-HMANX,1.0,Female,,Yes,No,,,0.0,3.0,,United States,California,Palo Cedro,96073.0,"40.582399, -122.195512",,-122.195512,1.0,Q3,Yes,5.0,63.0,Offer B,Yes,20.51,No,,Fiber Optic,,No,Yes,No,No,Yes,Yes,Yes,No,,Yes,Bank Withdrawal,96.0,6109.75,0.0,30.0,1292.13,7431.88,1615.0,4931.0
7248-VZQLC,1.0,Female,77.0,No,Yes,No,,0.0,2.0,1.0,United States,California,San Diego,92130.0,"32.957195, -117.202542",,-117.202542,1.0,Q3,No,,23.0,Offer D,Yes,31.17,No,Yes,Fiber Optic,,No,,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,,94.75,2293.6,0.0,0.0,716.9100000000001,,380.0,28201.0
4316-XCSLJ,1.0,Female,80.0,No,Yes,,No,0.0,1.0,1.0,,California,San Diego,92130.0,,,-117.202542,1.0,Q3,,1.0,17.0,,Yes,36.82,Yes,Yes,,6.0,,No,Yes,No,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0.0,,625.94,2089.3900000000003,380.0,28201.0
5668-MEISB,1.0,Female,21.0,,No,Yes,,0.0,,1.0,United States,California,San Diego,92130.0,"32.957195, -117.202542",32.957195,-117.202542,1.0,Q3,,1.0,56.0,,,19.16,Yes,Yes,,48.0,No,Yes,No,,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,,5508.35,0.0,150.0,1072.96,,380.0,28201.0
4785-FCIFB,1.0,Male,55.0,No,No,No,No,0.0,,,,California,San Diego,92130.0,"32.957195, -117.202542",32.957195,-117.202542,1.0,Q3,No,0.0,48.0,None,Yes,24.73,Yes,Yes,Fiber Optic,,No,Yes,Yes,No,,Yes,Yes,Yes,One Year,Yes,,106.1,5082.8,0.0,0.0,1187.04,,380.0,28201.0
6583-QGCSI,,Female,,No,No,No,,0.0,3.0,1.0,United States,California,,92130.0,,32.957195,-117.202542,1.0,,No,0.0,1.0,,Yes,34.47,Yes,Yes,Fiber Optic,59.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,,Credit Card,85.8,85.8,0.0,0.0,34.47,120.27,380.0,28201.0
2430-USGXP,,Male,62.0,No,No,,No,0.0,1.0,1.0,United States,California,San Diego,92130.0,"32.957195, -117.202542",32.957195,-117.202542,1.0,Q3,No,0.0,1.0,,Yes,38.66,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,,69.1,69.1,0.0,0.0,,,380.0,28201.0
5681-LLOEI,,Female,63.0,No,No,Yes,No,,3.0,1.0,United States,California,San Diego,92130.0,"32.957195, -117.202542",,,1.0,Q3,Yes,1.0,30.0,None,Yes,7.01,Yes,,Fiber Optic,24.0,No,,No,Yes,Yes,No,No,Yes,,Yes,Credit Card,94.1,2804.45,0.0,0.0,210.3,3014.75,380.0,28201.0
2192-OZITF,1.0,Female,52.0,,No,No,,0.0,3.0,,,California,San Diego,92130.0,"32.957195, -117.202542",32.957195,-117.202542,1.0,,No,0.0,61.0,None,Yes,23.45,Yes,Yes,DSL,8.0,Yes,Yes,Yes,Yes,,Yes,,Yes,Two Year,No,,89.65,5308.7,0.0,0.0,1430.45,6739.15,380.0,28201.0
5766-FTRTS,1.0,Male,54.0,No,No,No,Yes,2.0,4.0,1.0,United States,California,San Diego,92130.0,"32.957195, -117.202542",32.957195,,1.0,Q3,No,0.0,2.0,None,Yes,14.88,Yes,Yes,DSL,12.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.95,134.6,0.0,0.0,29.76,164.36,380.0,28201.0
